held_out_attack,outer_fold,feature_set,model,threshold,precision,recall,f1,balanced_accuracy,roc_auc,pr_auc,false_positive_rate,attack_event_recall,attacked_run_recall,normal_run_false_positive_rate,tn,fp,fn,tp
replay_attack,2,cyber_only,logistic_regression,0.915,0.0,0.0,0.0,0.49230769230769234,0.605,0.03796995304413857,0.015384615384615385,0.0,0.2,0.2,768,12,20,0
replay_attack,2,cyber_only,random_forest,0.59,0.0,0.0,0.0,0.4980769230769231,0.9701282051282052,0.2874557219752119,0.0038461538461538464,0.0,0.0,0.075,777,3,20,0
replay_attack,2,cyber_only,hist_gradient_boosting,0.99,0.0,0.0,0.0,0.5,0.7586538461538461,0.06272342229176446,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,2,physical_only,logistic_regression,0.88,0.0,0.0,0.0,0.48717948717948717,0.1966025641025641,0.015500327048048077,0.02564102564102564,0.0,0.35,0.325,760,20,20,0
replay_attack,2,physical_only,random_forest,0.365,0.0,0.0,0.0,0.4987179487179487,0.8024358974358976,0.09300427966223063,0.002564102564102564,0.0,0.1,0.0,778,2,20,0
replay_attack,2,physical_only,hist_gradient_boosting,0.14,0.0,0.0,0.0,0.5,0.5000641025641025,0.02820068411001947,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,2,fused,logistic_regression,0.895,0.0,0.0,0.0,0.4897435897435897,0.11846153846153847,0.014282219722846901,0.020512820512820513,0.0,0.3,0.25,764,16,20,0
replay_attack,2,fused,random_forest,0.395,0.0,0.0,0.0,0.5,0.9126602564102564,0.12839026821387553,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,2,fused,hist_gradient_boosting,0.5700000000000001,0.0,0.0,0.0,0.5,0.7414743589743591,0.061432175059804944,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,3,cyber_only,logistic_regression,0.875,0.0,0.0,0.0,0.48012820512820514,0.6264102564102564,0.03951777408007591,0.03974358974358974,0.0,0.5,0.525,749,31,20,0
replay_attack,3,cyber_only,random_forest,0.68,0.0,0.0,0.0,0.5,0.9716666666666666,0.3390966949018882,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,3,cyber_only,hist_gradient_boosting,0.6950000000000001,0.0,0.0,0.0,0.5,0.5947435897435898,0.08711909983291562,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,3,physical_only,logistic_regression,0.87,0.0,0.0,0.0,0.4794871794871795,0.3000641025641026,0.017371060443269193,0.041025641025641026,0.0,0.45,0.525,748,32,20,0
replay_attack,3,physical_only,random_forest,0.56,0.0,0.0,0.0,0.5,0.7315705128205129,0.06287509923689821,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,3,physical_only,hist_gradient_boosting,0.915,0.0,0.0,0.0,0.5,0.6169551282051282,0.040316013701033895,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,3,fused,logistic_regression,0.93,0.0,0.0,0.0,0.4891025641025641,0.34750000000000003,0.01914819376253192,0.021794871794871794,0.0,0.3,0.175,763,17,20,0
replay_attack,3,fused,random_forest,0.51,0.0,0.0,0.0,0.5,0.7548076923076923,0.06660250170522507,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,3,fused,hist_gradient_boosting,0.9600000000000001,0.0,0.0,0.0,0.5,0.7684935897435898,0.061137161209199715,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,4,cyber_only,logistic_regression,0.855,0.0,0.0,0.0,0.47692307692307695,0.5262179487179486,0.03190166941086565,0.046153846153846156,0.0,0.65,0.575,744,36,20,0
replay_attack,4,cyber_only,random_forest,0.62,0.0,0.0,0.0,0.49935897435897436,0.9726923076923077,0.3049657183444213,0.001282051282051282,0.0,0.0,0.025,779,1,20,0
replay_attack,4,cyber_only,hist_gradient_boosting,0.47500000000000003,0.0,0.0,0.0,0.49935897435897436,0.811923076923077,0.06992890646001189,0.001282051282051282,0.0,0.0,0.025,779,1,20,0
replay_attack,4,physical_only,logistic_regression,0.905,0.0,0.0,0.0,0.4878205128205128,0.20397435897435895,0.01543483619459796,0.02435897435897436,0.0,0.25,0.35,761,19,20,0
replay_attack,4,physical_only,random_forest,0.675,0.0,0.0,0.0,0.5,0.7833333333333334,0.08093041220704343,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,4,physical_only,hist_gradient_boosting,0.99,0.0,0.0,0.0,0.5,0.48586538461538464,0.025967414067256018,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,4,fused,logistic_regression,0.8250000000000001,0.0,0.0,0.0,0.48525641025641025,0.1883974358974359,0.014988358470336423,0.029487179487179487,0.0,0.35,0.325,757,23,20,0
replay_attack,4,fused,random_forest,0.6950000000000001,0.0,0.0,0.0,0.5,0.9133333333333333,0.13147574409520646,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,4,fused,hist_gradient_boosting,0.98,0.0,0.0,0.0,0.5,0.7213141025641026,0.05163923259711303,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,5,cyber_only,logistic_regression,0.905,0.0,0.0,0.0,0.48653846153846153,0.5379487179487179,0.0319633153691912,0.026923076923076925,0.0,0.3,0.375,759,21,20,0
replay_attack,5,cyber_only,random_forest,0.52,0.0,0.0,0.0,0.49935897435897436,0.9650000000000001,0.3225733125474849,0.001282051282051282,0.0,0.0,0.025,779,1,20,0
replay_attack,5,cyber_only,hist_gradient_boosting,0.99,0.0,0.0,0.0,0.5,0.8316025641025642,0.07680472404224956,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,5,physical_only,logistic_regression,0.88,0.0,0.0,0.0,0.4858974358974359,0.15365384615384614,0.014868154350124984,0.028205128205128206,0.0,0.45,0.325,758,22,20,0
replay_attack,5,physical_only,random_forest,0.45,0.0,0.0,0.0,0.5,0.8076282051282052,0.08642166206496518,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,5,physical_only,hist_gradient_boosting,0.535,0.0,0.0,0.0,0.5,0.4743269230769231,0.03018592169305829,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,5,fused,logistic_regression,0.9450000000000001,0.0,0.0,0.0,0.4948717948717949,0.09237179487179487,0.013925225256921076,0.010256410256410256,0.0,0.15,0.1,772,8,20,0
replay_attack,5,fused,random_forest,0.38,0.0,0.0,0.0,0.5,0.8286538461538462,0.09010090368357011,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,5,fused,hist_gradient_boosting,0.36000000000000004,0.0,0.0,0.0,0.5,0.7204487179487179,0.05305916383614975,0.0,0.0,0.0,0.0,780,0,20,0
